Content,Video title,Video publish time,Views,Impressions,Impressions click-through rate (%),Average view duration
svySL_g3XhQ,Cargar un CSV y hacer un Dataframe en línea | Google Colab | Github | Python │¡Muy fácil!,"Jul 16, 2019",15458,26318,7.11,0:01:48
OPPS0fQdWF0,Datos para entrenar | Training Data Set  | SciKitLearn | train_test_split  |Machine Learning| Python,"Apr 16, 2018",15455,46597,4.79,0:04:47
ft9bSa49k-A,🐼 ¿Cómo cargar y descargar archivos CSV desde Google Colab? | ⏰ En menos de 60 segundos | Shorts,"Jul 8, 2021",15452,29958,8.9,0:00:43
5m4WORAIFr4,Python desde Cero: ¡Hola Mundo!,"Dec 26, 2016",15246,9204,5.29,0:02:23
4srj2_J3j4E,🗣️ Reconocimiento de voz | Speech recognition | Python │¡Muy básico!,"May 3, 2021",15146,32754,9.38,0:02:18
S26v2ChKjB8,Python: ¿Cómo contar palabras..y detenerse en la palabra Fin? (Por petición),"May 14, 2017",15117,14522,8.39,0:01:39
DWamxrsYFFM,"Python: Listas (list, append())","Sep 27, 2015",15107,19908,13.65,0:02:10
yifjehhpl9c,¿Cómo bloquear celdas en Excel? (Básico),"Jan 29, 2017",15026,132178,5.88,0:01:46
cBSpfgmShpo,SageMath: Lo Básico,"May 11, 2015",14934,10510,13.73,0:01:53
EItTy8pwlgQ,Leyes de los signos: En exponentes,"Apr 17, 2016",14862,6041,10.71,0:01:46
64ZexHvnsvg,WolframAlpha: Despeje de ecuaciones,"Sep 16, 2016",14763,5890,17.54,0:00:56
iniDheGLFTA,Python: Funciones tres ejemplos (Básico),"Apr 18, 2017",14685,18350,8.14,0:03:09
YLG8d-4KQUQ,"⚙️ Ejercicios de la Segunda Ley de la Termodinámica | Introducción | ¡Muy, muy básico!","Feb 25, 2021",14634,66926,8.62,0:05:10
omlz4KYpCE8,Python desde Cero: ¿Cómo usar el While-Else?,"Feb 27, 2017",14573,46346,4.64,0:02:44
jy9guAqutIM,Aplicación del Método de Euler | Ecuaciones Diferenciales |Métodos Numéricos | Parte 2,"Apr 24, 2020",14571,51546,5.32,0:03:49
hTLOjEfRghI,¿Cómo usar funciones con matrices? | Numpy | Python desde cero│¡Muy básico!,"Jul 2, 2019",14546,24499,8.65,0:02:26
8Zq8BEhug1k,🐼  ¿Cómo contar cuántas veces aparece un valor en una columna? | value_counts | Pandas| Python,"Apr 18, 2021",14404,23970,7.34,0:02:06
5RMVF89DJgk,🤓 ¿Cómo resolver una ecuación diferencial de segundo orden? | Coeficientes constantes | Ejemplos,"May 7, 2020",14392,74811,6.95,0:03:26
zgMoD9-YGPM,Método de Cramer | Solución de sistemas de ecuaciones lineales | Excel 2016 | ¡Muy fácil! |,"Mar 30, 2018",14385,16731,7.43,0:04:28
Ia_P7X4FlgA,🐼  ¿Cómo relacionar dos dataframes con una columna? | Merge | Pandas | Python | ¡Muy fácil!,"Apr 10, 2021",14381,68508,6,0:03:34
baUHml1gYOM,🖼️ ¿Cómo extraer texto de imágenes? | Python-tesseract | PDF2IMAGE | OCR | Python,"Feb 15, 2020",14374,31803,3.77,0:03:42
gz81UIsqG1Q,Evaluación de funciones | Tres opciones │Sympy │ Python desde cero│¡Muy fácil!,"May 22, 2018",14333,19336,7.08,0:02:35
r6bozgtfar4,Extracción de raíces | Teorema de Moivre  | Números complejos | Álgebra Lineal |Ejemplo paso a paso,"Jul 2, 2018",14264,14261,5.33,0:03:42
8HbelxZU7to,Alternativa en Python a do while: while True (Básico),"May 8, 2016",14252,16665,16.87,0:02:20
vjNaCJh7Ka4,🐼 o 🐯 Clasificación de imágenes | 2 etiquetas | Keras | Tensorflow | ¡Muy Básico! |Python 🤖,"Dec 31, 2019",14182,30245,7.46,0:03:48
UW-NmTCWujc,Diferencia de fechas | Cambiar colores en celdas | Google Sheets | Google Drive| ¡Muy Fácil!,"Mar 6, 2019",13946,35238,7.33,0:03:58
KU-xNpRgos4,Método del trapecio | Integración numérica |Métodos Numéricos | Parte 1 | ¡Muy básico!,"Apr 14, 2020",13919,46620,7.54,0:03:35
s9QLFx02P2Y,Redes Neuronales| Clasificación | SciKitLearn | Machine Learning| Python | ¡Muy básico!,"Aug 8, 2018",13739,47833,4.49,0:05:25
nwqNeKQDjtY,Método Gauss Jordan Parte 1: Ejemplo sencillo (Matriz 2 x 2),"Jun 2, 2015",13678,12158,5.56,0:02:36
s2V1xfzdKO8,¿Cómo hacer Tablas Pivote?| Resumen de datos | Exportar a Excel| Python │Pandas │¡Muy fácil!,"Jun 20, 2019",13613,41661,7.69,0:04:07
-Kx1TAsAb4E,Despejes muy rudos: ¿Cómo despejar la x en una ecuación con exponentes fraccionarios?,"Apr 14, 2017",13578,11032,5.86,0:02:02
To5lSv1ndac,Aplicación de ecuaciones cuadráticas,"Apr 17, 2016",13520,2704,5.36,0:01:35
QJpE90cEaP0,🗺️ ¿Cómo explorar los datos de un Dataframe? | Gráficas interactivas|Plotly | Pandas | Python,"Mar 23, 2020",13431,26889,5.18,0:03:40
f4dM9Hkw5nc,Pandas para Python: Selección de renglones y columnas por nombre LOC (Muy Básico),"Jul 3, 2017",13370,41109,3.13,0:04:12
00gd2NbloNI,TkInter para Python: Barra para desplazamiento vertical/Scrollbar (Básico),"May 28, 2017",13353,21740,8.87,0:02:36
h2yDbU1VDsI,🐼 ¿Cómo hacer una nueva columna y asignar valores de forma condicional? | Pandas | Python,"Dec 7, 2020",13352,24527,7.74,0:02:34
GsQsuU2nspg,Resta entre fechas | Formato de fecha y horas │DateTime │Python│¡Muy fácil!,"Apr 20, 2018",13254,26737,8.51,0:03:07
SvXKpSTw-1M,🤓 Factor integrante | Ecuaciones diferenciales lineales | Básico | Ejemplos resueltos paso a paso,"Apr 17, 2020",13189,55565,6.81,0:03:43
ql9ssE5spfI,Uso de la calculadora científica: Operaciones avanzadas,"Jun 17, 2015",13146,23113,6.8,0:02:20
n0EkLvSOWc8,🐍 ¿Cómo conectar las hojas de Cálculo de Google con Python? | Gspread | ¡Muy fácil!,"Jan 4, 2020",13090,17193,6.08,0:03:27
S1EQ8sW5kMo,Límites con funciones | h tiende a cero| Cálculo Diferencial | Ejemplo resuelto | ¡Muy Básico!,"Aug 31, 2017",13076,3852,2.93,0:02:05
sTWCscGSJBg,¿Cómo usar las hojas de cálculo de Google? | Sheets | Muy Fácil  | P1,"Aug 13, 2017",13020,4144,3.19,0:03:15
Ww2kfuLpqGQ,Python: ¿Cómo instalar Spyder con Anaconda? (Por petición),"May 14, 2017",12961,13180,2.66,0:02:25
1uci36hgu3s,Número de Reynolds | Análisis dimensional | Mecánica de Fluidos | Paso a paso,"Jun 6, 2019",12774,17149,7.35,0:02:43
xmriTBEfa6g,Gráfica 3D │Dispersión│Desde un archivo CSV │Python │Matplotlib│¡Muy fácil!,"Jul 5, 2018",12709,21465,4.92,0:02:37
H9y2t84ov4k,Pandas para Python: Ordenar valores por columna (¡Muy Básico!),"Jul 27, 2017",12615,30259,7.5,0:02:20
btj_oAHJfvM,SciPy: Polinomios de Lagrange en Python,"Aug 5, 2017",12611,17291,6.3,0:02:20
xq05Uvv7thQ,Validación cruzada | K-Fold  | SciKitLearn | Machine Learning| Python | ¡Muy básico!,"Apr 22, 2018",12407,27284,8.58,0:05:02
BDCZOheytaE,Extraer números en columnas de un archivo csv|DataFrame | Pandas  | Python,"Jan 20, 2018",12325,22533,6.31,0:02:24
auxb9CRelqI,🤔 ¿Qué son las integrales iteradas? | Integrales dobles| ¡Muy básico!|Cálculo Vectorial,"Nov 21, 2020",12323,44735,6.9,0:04:26
sIo7S4jTqss,🤓¿Cómo sacar el Área bajo la curva con ecuaciones paramétricas? | ¡Muy básico!|Cálculo Vectorial,"Sep 16, 2020",12124,31363,7.95,0:03:24
UN6WcwRQIVc,Desmos: ¿Cómo hacer la gráfica de una sumatoria?,"Jun 12, 2017",11881,13171,4.59,0:01:27
-qYljhR4hsc,Análisis de Sentimientos | Introducción | TextBlob | Machine Learning| Python | ¡Muy básico!,"Jun 13, 2019",11782,14997,7.29,0:03:13
xFwTKedPiz8,🐼 ¿Cómo acceder o cambiar un solo valor de un Dataframe? | Pandas | Python │¡Muy básico!,"Dec 15, 2019",11742,29157,6.6,0:02:32
S0wBCpuGToM,🐼 ¿Cómo agrupar por fechas en un dataframe? | Ventas: suma |Pandas | Python,"Jun 26, 2020",11716,25673,6.55,0:03:28
95C-NgVzc2I,🤓 Clasificación básica de las Ecuaciones Diferenciales | Introducción |¡Muy básico!,"Jan 28, 2020",11623,66839,4.23,0:05:10
J9jUNRYXFHk,Clases |Invocar los métodos | Python |Programación orientada a objetos|¡Muy Básico!,"Apr 18, 2018",11538,11562,6.48,0:02:47
YPzfsiD4SPc,Gráfica 3D │Sistemas de Ecuaciones Lineales │Python │NumPy │Matplotlib│¡Muy fácil!,"Jul 3, 2018",11410,36789,4.36,0:03:52
6Nr7SNwb1nc,"Python: Piedra, Papel o Tijeras (¡Muy Básico!)","Aug 11, 2017",11372,16739,5.15,0:02:42
NmFnP8vqN2o,¿Cuándo usar Arreglos de Numpy o Listas?│Python │Ejemplos│¡Muy fácil!,"Oct 16, 2017",11306,23955,3,0:03:40
z1fiSUjhljo,¿Cómo simplificar expresiones? (Álgebra básica),"Sep 11, 2016",11266,3501,1.69,0:02:53
jIZlL7m8en4,Método del trapecio Múltiple en PYTHON (Muy básico),"Jul 8, 2017",11258,23901,5.87,0:03:15
kXuIuuTfWms,¿Cómo resolver problemas de mezclas y porcentajes en Matemáticas? (Básico),"Aug 29, 2016",11249,5937,5.26,0:02:29
SKr6rJuyFL8,Cálculo de Derivadas numéricas |Métodos Numéricos | ¡Muy básico! | Parte 1,"Apr 13, 2020",11238,19570,7.3,0:03:14
3b0mKJF_Ebg,¿Cómo buscar una palabra dentro de varias palabras? | Archivo txt | Dataframe | Python │¡Muy Básico!,"Sep 11, 2020",11130,25774,7.53,0:02:38
MaypM_PUuPk,🇲🇽 ¿Cómo hacer la gráfica (mapa) de un sólo país? |Choropleth | Plotly | Python,"Apr 19, 2020",10911,27980,5.46,0:03:35
aNuOq3vMw50,🎞️ ¿Cómo animar una gráfica de Matplotlib? | matplotlib.animation | Python | Ejemplo muy básico,"May 29, 2021",10906,38275,8.4,0:02:39
LIvdhruc_74,Asignar valores a ComboBox |QT Designer| Python | PyQT5 | Pandas | Matplotlib | P5 |¡Muy básico!,"Jan 2, 2018",10854,19539,6.61,0:02:35
oy1lcj8s8sQ,Análisis de Sentimientos en comentarios | Dataframe | TextBlob | Python | ¡Muy básico!,"Jun 16, 2019",10850,26757,4.48,0:04:29
uFildlz9_X0,Raíces de un polinomio│Python │NumPy │¡Muy fácil!,"Sep 10, 2017",10620,11870,7.16,0:01:35
Dkg4cSvqv10,📈 ⏲️ ¿Cómo graficar datos de arduino en tiempo real? | Arduino con Python desde cero | ¡Muy básico!,"May 30, 2021",10618,37366,7.69,0:02:24
yfOe1OO744w,¿Cuáles bloques sirven para que un enemigo dispare? | Juego | Scratch | ¡Muy Básico!,"Apr 22, 2019",10505,24678,8.06,0:02:25
nZCdL-Enfok,Listas de calificaciones que se llenan solas (Formularios y Google sheets),"Jul 12, 2017",10472,5496,8.55,0:02:24
uYtE3fwhCyA,Regresión lineal múltiple | StatsModel | Python,"Jul 15, 2019",10378,16925,7.82,0:02:25
rovvIf3TLBw,↗️ ¿Cómo graficar las ecuaciones de la recta y el plano en su forma vectorial ? | 3D | Geogebra,"Aug 5, 2020",10326,12604,8.33,0:02:17
YtqDK51ZgY8,Calculadora científica: Tecla ENG (Notación Ingeniería),"Apr 25, 2016",10294,10483,12.32,0:00:58
kmSd_Yg6Ge4,⚗️ Conversiones con el Número de Avogadro | Ejemplos resueltos | Paso a paso | ¡Fácil!,"Dec 21, 2019",10288,34657,14.03,0:03:22
0ZXv8gyjmws,📊 ¿Cómo personalizar las gráficas de líneas? | Matplotlib | Python,"Apr 21, 2021",10196,36728,5.11,0:02:48
BkM83wZ4fsQ,¿Cómo usar la fórmula FECHA en Excel?,"Jan 22, 2017",10138,4634,6.88,0:02:58
bmM_RhjuT3k,🐼 ¿Cómo agregar un renglón o columna con resultados? | Pandas | Python │¡Muy básico!,"Nov 15, 2019",10130,21063,3.56,0:02:20
UccXM2Mqqu0,🤔¿Cómo son las ecuaciones paramétricas? | Introducción |¡Muy básico!|Cálculo Vectorial,"Sep 1, 2020",10027,29875,5.56,0:03:48
sCFhmGVloPw,Borrar renglones de un archivo csv| Pandas  | Python  | ¡Muy Básico!,"Aug 17, 2017",9934,21249,5.17,0:01:57
9-cADWSsJEs,Convertidor unidades |3 ventanas | QT Designer| Python | PyQT5 | Ejemplo|¡Muy básico!,"Jun 7, 2018",9864,27362,4,0:04:33
v97dj56NAU0,Método de Euler para resolver un Sistema de Ecuaciones Diferenciales |Métodos Numéricos,"May 3, 2020",9831,19572,6.66,0:02:21
RC5PtFdIE4k,Ejemplo sencillo Support Vector Machine | Clasificación | Scikit-learn ¡Muy..pero muy básico!,"Jul 8, 2019",9798,24485,8.15,0:04:13
9olrqgamaXI,🧠 Clasificación con Deep Learning | Red Neuronal | Keras | Python | Ejemplo sencillo,"May 3, 2020",9731,18407,6.26,0:04:42
NEAKTfi6ZlU,Métodos Numéricos: Método de Newton - Raphson,"Oct 5, 2015",9604,5352,5.29,0:01:45
5jZwUzG0kgI,¿Cómo unir hojas de Excel en un solo dataframe? | Pandas | Python,"Mar 28, 2019",9580,25179,4.75,0:03:57
-KrhCSrWQsQ,Cálculo de las presiones | Manómetro Diferencial | Mecánica de Fluidos | Básico,"Jan 11, 2018",9494,7728,3.92,0:02:36
Edr3IpGyxbk,Excel: ¿Cómo ordenar de menor  a mayor utilizando k.esimo? (Básico),"Mar 25, 2017",9467,9276,5.84,0:02:45
GnTnXHrdl70,🧮 ¿Cómo cambiar el color de las celdas con condiciones? | ⏰Google sheets en 60 segundos | Shorts,"Jun 14, 2021",9441,15194,12.76,0:00:34
LJpBZSCy2iI,Python: Conjuntos (Sets) y sus operaciones (Básico),"Apr 20, 2017",9411,20789,7.76,0:02:55
M2hpO_9hplA,Interpolación cuadrática  | Código |Python | Métodos Numéricos  | ¡Muy básico!,"Nov 5, 2017",9272,11869,6.26,0:02:16
5ftC7ctqwxk,🔬 🦠 Modelo SIR |Transmisión de enfermedades |Scipy |Python,"Apr 12, 2020",9257,11971,5.23,0:03:45
g4ZDaQ3VR2g,Archivo ejecutable en Python | Ubuntu | PyInstaller |PyQT5| Python | ¡Muy fácil!,"Jan 9, 2018",9220,18975,5.11,0:03:26
VApWvS6nAGY,Juego tipo Dinosaurio de Google | Scratch | Parte 1,"Jun 30, 2018",9204,4028,3.97,0:03:33
EXdpnx1sEeI,Diferencias Finitas Centradas  | Código |Python | Métodos Numéricos  | ¡Muy básico!,"Nov 26, 2017",9159,11271,7.96,0:02:08
GuwoiAALYv0,Python: Condicionales (IF y else),"Sep 7, 2015",9050,2641,6.36,0:01:46
jhHonUn79gg,Alternativa en Python a switch case: elif (Básico),"Apr 29, 2016",9007,4892,9.93,0:01:38
n_LTVlxf4jM,Gráficas de columnas DataFrame | Guardar como PNG│Python | Pandas │¡Muy fácil!,"Apr 7, 2019",9000,26240,4.15,0:04:16
eZvgGwd4HO0,Experimento: Lava en una botella ¡Con sólo 4 ingredientes!,"Jul 27, 2016",8998,2623,2.4,0:03:28
xRRQFwiXXYM,Programa desde cero para elevar potencias positivas y negativas  |Python desde cero│¡Muy básico!,"Aug 15, 2018",8981,24002,11.68,0:02:20
kYy8l_spJUo,Cálculo de áreas: Suma de Riemann con n al infinito (Básico),"Jan 17, 2017",8963,21755,6.23,0:03:23
JG3MFdwPut4,Cálculo de las velocidades en una tubería | Mecánica de Fluidos | Petición | Muy básico,"May 17, 2018",8946,22255,5.29,0:02:44
m_o3cLlUvsM,Python desde Cero: ¿Cómo elegir entre varias opciones? (ELIF Básico),"Feb 19, 2017",8942,8458,8.51,0:01:54
lJkBTxYzf-M,Métodos Numéricos: Método de la Secante,"Oct 4, 2015",8935,8580,8.59,0:01:33
a65zAebdJMI,Desigualdades: Aplicación,"Sep 26, 2015",8913,4710,7.09,0:01:53
hx1htIFEY_4,"¿Cómo calcular presión, volumen y temperatura? | Ciclo de Carnot |Termodinámica | Ejemplo resuelto","Apr 13, 2019",8893,10756,6.83,0:02:36
E212bOvP5s0,🖼️ ¿Cómo insertar imágenes en celdas? | Buscar imágenes | Google sheets | Hojas de cálculo,"Jun 29, 2020",8881,23345,5.11,0:03:02
0TJ9wsbSr2M,Numeración automática de Tablas |¡Rápido!| Tablas | Word 2016 | ¡Muy fácil! |,"Sep 29, 2018",8761,15178,14.9,0:01:43
2yDPI--i7hI,"Extraer horas, minutos y segundos de columnas archivo csv|DataFrame | Pandas  | Datetime | Python","Jan 24, 2018",8721,25301,4.81,0:02:55
Pz1e-eiiF9g,Colisión entre dos objetos |Velocidades finales |Ejemplo resuelto | Física| ¡Muy básico!,"May 14, 2018",8677,6056,6.04,0:03:12
nOfHt5MvhNg,🐼 ¿Cómo iterar sobre columnas? | Operaciones sobre varias columnas |Pandas|Python | ¡Muy fácil!,"Jan 13, 2022",8654,83728,5.02,0:03:19
Z7-V0FmqpzY,🗺️ ¿Cómo hacer una gráfica de mapa? | choropleth|Plotly | Pandas | Python,"Mar 15, 2020",8640,27203,3.8,0:04:14
eE4iyQ-CuCk,🧐 ¿De qué trata el texto? | Cuenta las palabras más frecuentes | NLTK | collections | Python,"Dec 4, 2019",8638,25295,5.04,0:04:27
Misr9D71IlI,🤖 Clasificación imágenes | Tensor Flow | Keras  Redes neuronales | Google Colab |Python | Intro,"Dec 24, 2019",8577,18496,5.17,0:02:57
7Ssb7IDOQ0k,¿Cómo graficar algunas columnas de un DataFrame | Guardar  ZIP| Python│Matplotlib | Pandas | Básico,"Apr 21, 2019",8417,22710,3.61,0:03:05
PXuMNPaUAy4,Mini-Galaxia en una botella (Con diamantina/Glitter),"Dec 23, 2016",8388,8791,5.57,0:02:11
PyapqnwbVI0,Clasificador de textos | Positivo o Negativo | TextBlob | Machine Learning| Python | ¡Muy básico!,"Jul 1, 2019",8378,15660,6.63,0:02:29
LAyZHjNp2tE,Combinación de correspondencia | Google Drive| AutoCrat |¡Muy Fácil!,"Jan 24, 2019",8376,8502,4.75,0:04:59
MBabcr-qHx0,Acertijo 1: Encuentra los números que sumados dan 20,"Dec 28, 2015",8355,1973,4.61,0:01:07
p9QbPMP5GRo,Matrix confusion | Métricos | Clasificación | SciKitLearn | Machine Learning| Python | ¡Muy básico!,"Sep 22, 2018",8355,17893,10.2,0:03:16
6ADGD1Hg_j0,Sumatorias: Propiedades,"Feb 7, 2016",8342,20039,14.09,0:01:58
Tg6kTh9ydNQ,Cálculo de la velocidad con el Número de Reynolds | Mecánica de Fluidos | Paso a paso,"Jun 12, 2019",8250,11543,8.07,0:02:22
0Ch11Vs0Fuo,Encriptación de mensajes | Cifrado César | SymPy | Python | ¡Muy básico!,"Jun 16, 2018",8171,12428,8.48,0:01:49
k05mLHLnMkE,Imprimir listas con condiciones | IF dentro de ciclos FOR │Listas │Python│¡Muy fácil!,"Mar 30, 2018",8152,8292,11.76,0:01:26
G1TAe9_Kedc,"💡 ¿Cómo pasar funciones como argumentos en otra función? | Python desde cero | ¡Muy, muy Básico!","Oct 17, 2021",8077,12060,9.07,0:01:58
M0rPlFvzHoc,🧮 ¿Cómo calcular los Cuartiles? | Gráfica caja y bigotes | Pandas | Numpy | Estadística ¡Muy fácil!,"Oct 20, 2019",8018,15398,5.79,0:02:47
T19HKePaTnM,Despejes muy rudos: ¿Cómo despejar la x de un término elevado a la 3/2?,"Jun 4, 2017",7904,3587,4.15,0:01:32
6MWKGjDYKIM,Integración por partes: ILATE (Función exponencial),"May 5, 2017",7888,3466,1.73,0:02:15
2XhnuScLgLs,Movimiento Parabólico|Aplicación | Cálculo Vectorial| ¡Muy fácil!,"Oct 24, 2017",7731,8480,7.65,0:03:17
s_Juv3vX9bo,Reducción de dimensiones | Análisis del componente principal | PCA  |Machine Learning| Python,"Aug 25, 2019",7560,22201,7.75,0:03:52
Yfx92kdZRNo,Aplicación del método Newton-Raphson | Ecuación Van Der-Waals | Métodos Numéricos,"Jun 24, 2020",7544,8208,5.7,0:02:47
umfJzZyEf_A,🤓 ¿Cómo usar las Transformadas de Laplace para resolver un Sistema de Ecuaciones Diferenciales?,"May 31, 2020",7542,22644,5.07,0:03:20
1tZVWxSFO0M,🤔 ¿Cómo leer las fórmulas de las derivadas? | Paso a paso | Comprobación Symbolab | ¡Muy Básico!,"Nov 22, 2019",7505,5060,8.16,0:02:15
KxmAGKPYrjc,🤓 Primera y segunda derivadas de las ecuaciones paramétricas? | ¡Muy básico!|Cálculo Vectorial,"Sep 4, 2020",7489,25774,4.14,0:04:07
hmt5hjR8Vt8,Acertijo 2: ¿Qué números sumados dan 15?,"Jan 3, 2016",7488,1121,5.44,0:01:03
j8eztoRLBTM,🐍+ 🐼 ¿Cómo usar Pandas con las hojas de Cálculo de Google? | Gspread | Google Colab | ¡Muy Básicol!,"Jan 5, 2020",7455,18170,5.11,0:02:56
0RSu4Amfscc,¿Cómo usar las Tablas Dinámicas en Excel? (Baśico),"Jan 24, 2017",7352,10564,10.01,0:03:48
CE4rwF8V4kg,¿Cómo visualizar variables de un DataFrame rápido?| Seaborn | Pairplot │Python │Pandas │¡Muy fácil!,"May 1, 2019",7338,16158,4.35,0:04:18
L4YT2q47pyM,Uso de la calculadora científica: Funciones Trigonométricas (Radianes y grados),"Jan 30, 2016",7258,4213,5.79,0:01:46
QWE5XCCxfGY,Wolfram Alpha: Fracciones Parciales,"Apr 10, 2016",7250,2790,15.48,0:00:48
ughPw3E31vM,Mi primer programa | Python │Programación para pekes │¡Muy fácil!,"Apr 17, 2018",7088,9431,12.28,0:03:01
TqyVMryn0r4,Despejes muy rudos: ¿Cómo sacar la x de una raíz cuadrada?,"Sep 16, 2016",7064,7439,3.66,0:01:50
9hwqdT4WVKs,Práctica con diccionarios | anidados | Python desde cero│¡Muy básico!,"Jul 4, 2019",7042,14855,9.83,0:02:58
C4ExMCS-SBA,🐼+📈 ¿Cómo graficar dos columnas  de un Dataframe en Matplotlib? | ⏰ en menos de 60 segundos | Shorts,"Jun 16, 2021",7011,12442,8.14,0:00:39
EEeP_AWTQO8,¿Cómo hacer derivadas de funciones trigonométricas en Python?,"Mar 26, 2017",6970,13879,5.01,0:02:00
3of4Wko4CzA,Recta numérica: Símbolos de desigualdad e Intervalos (¡Muy básico!),"Jun 23, 2017",6916,9433,6.74,0:02:58
0rk9iEuG2bI,🧠 Ejemplo más sencillo: Regresión lineal múltiple con Keras Deep Learning | Red Neuronal | Python,"Jul 16, 2020",6887,18258,7.15,0:04:25
PcTaDiuMQQ8,🐼 Operaciones con las columnas de un dataframe en Pandas | ⏰Pandas en menos de 60 segundos | Shorts,"Jun 30, 2021",6868,11850,11.05,0:00:35
ErvHQ5s74FA,Clasificación | KNeighbors | RandomForest | SciKitLearn | Machine Learning| Python,"Jul 13, 2018",6806,27902,2.85,0:07:04
JypubYJH6YM,"🤓 Derivadas con funciones vectoriales | producto punto, cruz | ¡Muy básico! | Cálculo Vectorial","Oct 23, 2020",6783,20566,6.76,0:03:29
r1DSY6y_Z2E,Traducir y detectar el idioma de un texto | TextBlob | Machine Learning| Python | ¡Muy básico!,"Jun 10, 2019",6724,12536,6.91,0:02:31
CJVAL3Nd_gI,Despejes muy rudos: ¿Cómo despejar la x de una raíz cúbica?,"May 28, 2017",6715,5164,6.66,0:01:42
pzRmv3qGROw,Aplicación de Números Complejos: Solución de circuitos con fasores,"May 25, 2017",6675,2386,4.69,0:03:31
qqflH0o5Fio,Python desde Cero: Adivina un número entre el 1 y 5 (Ciclo While),"Feb 27, 2017",6619,13614,4.58,0:02:29
qUd3nPUPuxc,🔥 Transferencia de calor en paredes | Conductividad | Muy básico | Termodinámica,"May 31, 2020",6566,20479,7.14,0:02:41
V4hbzn-Lh_Y,Trapecio múltiple  | Integración |Python | Métodos Numéricos  | Básico,"Sep 24, 2017",6498,10970,4.31,0:02:35
CzN8ehhy6JI,Cálculo Integral: Área entre dos curvas (Básico),"Nov 13, 2016",6434,4194,2.69,0:02:47
AiMi3qivj-k,Ciclo de Diesel | Cálculo de Presiones y Temperaturas en todos los puntos | Termodinámica,"May 21, 2020",6373,11883,5.12,0:03:56
EmxClt7Ir9k,"📕 Leer datos, cambiar tipo datos, información del DataFrame | VideoTK |Vol 1|Pandas | Python Básico","Jun 13, 2020",6348,6760,3.79,0:03:39
uU0U-x8CNOU,Wolfram Alpha: Sumatorias,"Feb 7, 2016",6315,2571,7.7,0:01:02
HQ_V3KXkDRc,Python desde Cero: Variable auxiliar (Intercambio de valores),"Dec 28, 2016",6314,11274,7.68,0:02:19
vTCIkO3sOtg,Aplicaciones del Método de Diferencias Finitas | Ecuaciones Diferenciales |Métodos Numéricos,"Apr 27, 2020",6285,21834,5.89,0:02:06
Ebmw-iHPb2w,ChemPy: Balancea ecuaciones químicas en Python,"Mar 29, 2017",6202,9030,11.01,0:02:07
WSIxNDoIQuk,"Python desde Cero: El ciclo For, ¿Cómo contar hacia atrás?","Jan 5, 2017",6186,7170,6.25,0:01:31
nOPQDCPFGx0,Python desde Cero: ¿Cómo elegir dentro de un Rango? (Operador AND),"Feb 19, 2017",6103,3493,10.28,0:01:18
s1omdXUHb4g,Temas diagnóstico de Secundaria: Resolución de problemas de interés (Básico),"Apr 15, 2017",6022,993,7.05,0:03:39
ObUCXrDSXyI,Validar direcciones correo electrónico |  validate_email | Pandas | Python | ¡Muy básico!,"Mar 25, 2019",5978,12080,4.35,0:02:07
oWZLI_GxJTc,Traduce al inglés cualquier palabra | Juego adivinanzas | Scratch | ¡Muy fácil!,"Feb 22, 2019",5978,17795,6.34,0:04:13
S7j3A-nPSqs,🗂️ ¿Cómo hacer filtros con fórmulas? | Filter | Múltiples resultados | Google Sheets |¡Muy Fácil!,"Dec 10, 2019",5950,3553,4.17,0:03:01
XeaVdivFlik,Listas en dos dimensiones | Listas con columnas │Llenado de listas │Python│¡Muy fácil!,"Mar 28, 2018",5866,15465,6.87,0:02:25
4fUYS3R7iL8,🤔¿Cómo utilizar las Series de Taylor? | Introducción | Cálculo Integral,"May 13, 2020",5864,8437,3.84,0:03:11
On1O3BDnRdo,"¿Cómo encontrar x, y de dos ecuaciones? (Método de eliminación)","Jan 6, 2017",5854,1405,4.27,0:02:11
djj5RMN7yLw,"¿Cómo hacer una recomendación?| Videos | SciKitLearn | Machine Learning| Python | ¡Muy, muy básico!","Apr 26, 2019",5800,16071,6.5,0:05:36
EfhiUQI17nk,Levaduras en acción,"Nov 23, 2014",5762,2008,6.62,0:00:25
JUIsq-04bM4,Calcula raíces cuadradas en QT Designer| P3 | Python | PyQT5 | NumPy| (¡Muy básico!),"Sep 5, 2017",5672,25471,3.69,0:04:16
C9Ftzola0YU,La ecuación más romántica |Despejar x | Matemáticas Básicas | ¡Muy fácil!,"Sep 24, 2018",5656,7742,10.17,0:02:05
s9MACgU1PIQ,"Encontrar Presión, volumen y temperatura |Ciclo de Otto | En todos los puntos |Termodinámica","May 12, 2019",5555,5681,5.95,0:02:57
A42J_a4Y67o,💡 ¿Cómo hacer un diagrama de celda galvánica o voltaica? | Electroquímica | Introducción | Básico,"Nov 30, 2020",5502,12762,9.04,0:04:03
mVe0tmEMjkw,🐍+📂 Extraer información específica de varios PDF guardar datos en dataframe | Exportar a CSV y Excel,"Feb 21, 2023",5502,53541,5.95,0:03:11
5gCvBHB0wZk,Derivadas | Raíz cuadrada | Potencias | Regla de la cadena  |Ejemplo resuelto | ¡Muy Básico!,"Aug 22, 2017",5480,35505,4.07,0:03:22
