State,City,Year,Month,Day,Store type,Price per kilogram
Aguascalientes,Aguascalientes,2008,11,26,Mom and Pop Store,10.0
Baja California,Mexicali,2008,11,26,Mom and Pop Store,13.0
Baja California,Tijuana,2008,11,26,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,11,26,Mom and Pop Store,10.0
Campeche,Campeche,2008,11,26,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,11,26,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,11,26,Mom and Pop Store,8.0
Colima,Colima,2008,11,26,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,11,26,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,11,26,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,11,26,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,11,26,Mom and Pop Store,8.63
D.F.,D.F.,2008,11,26,Mom and Pop Store,8.63
D.F.,ZM D.F.,2008,11,26,Mom and Pop Store,8.32
Durango,Durango,2008,11,26,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,11,26,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,11,26,Mom and Pop Store,8.25
Guanajuato,León,2008,11,26,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,11,26,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,11,26,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,11,26,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,11,26,Mom and Pop Store,9.35
Jalisco,ZM Guadalajara,2008,11,26,Mom and Pop Store,9.53
Edo. México,Toluca,2008,11,26,Mom and Pop Store,8.29
Michoacán,Morelia,2008,11,26,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,11,26,Mom and Pop Store,12.0
Nayarit,Tepic,2008,11,26,Mom and Pop Store,9.67
Nuevo León,Monterrey,2008,11,26,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,11,26,Mom and Pop Store,9.37
Oaxaca,Oaxaca,2008,11,26,Mom and Pop Store,8.17
Puebla,Puebla,2008,11,26,Mom and Pop Store,8.42
Puebla,ZM Puebla,2008,11,26,Mom and Pop Store,7.8
Querétaro,Querétaro,2008,11,26,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,11,26,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,11,26,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,11,26,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,11,26,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,11,26,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,11,26,Mom and Pop Store,11.5
Sonora,Nogales,2008,11,26,Mom and Pop Store,11.0
Tabasco,Villahermosa,2008,11,26,Mom and Pop Store,9.9
Tamaulipas,Cd. Victoria,2008,11,26,Mom and Pop Store,10.0
Tamaulipas,Matamoros,2008,11,26,Mom and Pop Store,9.83
Tamaulipas,Nuevo Laredo,2008,11,26,Mom and Pop Store,10.0
Tamaulipas,Reynosa,2008,11,26,Mom and Pop Store,11.5
Tamaulipas,Tampico,2008,11,26,Mom and Pop Store,11.33
Tlaxcala,Tlaxcala,2008,11,26,Mom and Pop Store,8.0
Veracruz,Coatzacoalcos,2008,11,26,Mom and Pop Store,10.0
Veracruz,Poza Rica,2008,11,26,Mom and Pop Store,11.0
Veracruz,Veracruz,2008,11,26,Mom and Pop Store,10.53
Veracruz,Xalapa,2008,11,26,Mom and Pop Store,8.0
Yucatán,Mérida,2008,11,26,Mom and Pop Store,10.07
Zacatecas,Zacatecas,2008,11,26,Mom and Pop Store,8.5
Aguascalientes,Aguascalientes,2008,11,28,Mom and Pop Store,10.0
Baja California,Mexicali,2008,11,28,Mom and Pop Store,13.0
Baja California,Tijuana,2008,11,28,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,11,28,Mom and Pop Store,10.0
Campeche,Campeche,2008,11,28,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,11,28,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,11,28,Mom and Pop Store,8.0
Colima,Colima,2008,11,28,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,11,28,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,11,28,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,11,28,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,11,28,Mom and Pop Store,8.63
D.F.,D.F.,2008,11,28,Mom and Pop Store,8.63
D.F.,ZM D.F.,2008,11,28,Mom and Pop Store,8.31
Durango,Durango,2008,11,28,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,11,28,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,11,28,Mom and Pop Store,8.25
Guanajuato,León,2008,11,28,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,11,28,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,11,28,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,11,28,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,11,28,Mom and Pop Store,9.31
Jalisco,ZM Guadalajara,2008,11,28,Mom and Pop Store,9.53
Edo. México,Toluca,2008,11,28,Mom and Pop Store,8.29
Michoacán,Morelia,2008,11,28,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,11,28,Mom and Pop Store,12.0
Nayarit,Tepic,2008,11,28,Mom and Pop Store,9.67
Nuevo León,Monterrey,2008,11,28,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,11,28,Mom and Pop Store,9.37
Oaxaca,Oaxaca,2008,11,28,Mom and Pop Store,8.17
Puebla,Puebla,2008,11,28,Mom and Pop Store,8.42
Puebla,ZM Puebla,2008,11,28,Mom and Pop Store,7.8
Querétaro,Querétaro,2008,11,28,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,11,28,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,11,28,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,11,28,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,11,28,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,11,28,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,11,28,Mom and Pop Store,11.5
Sonora,Nogales,2008,11,28,Mom and Pop Store,11.0
Tabasco,Villahermosa,2008,11,28,Mom and Pop Store,9.9
Tamaulipas,Cd. Victoria,2008,11,28,Mom and Pop Store,10.0
Tamaulipas,Matamoros,2008,11,28,Mom and Pop Store,9.83
Tamaulipas,Nuevo Laredo,2008,11,28,Mom and Pop Store,10.0
Tamaulipas,Reynosa,2008,11,28,Mom and Pop Store,11.5
Tamaulipas,Tampico,2008,11,28,Mom and Pop Store,11.33
Tlaxcala,Tlaxcala,2008,11,28,Mom and Pop Store,8.0
Veracruz,Coatzacoalcos,2008,11,28,Mom and Pop Store,10.0
Veracruz,Poza Rica,2008,11,28,Mom and Pop Store,11.0
Veracruz,Veracruz,2008,11,28,Mom and Pop Store,10.53
Veracruz,Xalapa,2008,11,28,Mom and Pop Store,8.0
Yucatán,Mérida,2008,11,28,Mom and Pop Store,10.07
Zacatecas,Zacatecas,2008,11,28,Mom and Pop Store,8.5
Aguascalientes,Aguascalientes,2008,12,1,Mom and Pop Store,10.0
Baja California,Mexicali,2008,12,1,Mom and Pop Store,13.0
Baja California,Tijuana,2008,12,1,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,12,1,Mom and Pop Store,10.0
Campeche,Campeche,2008,12,1,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,12,1,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,12,1,Mom and Pop Store,8.0
Colima,Colima,2008,12,1,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,12,1,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,12,1,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,12,1,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,12,1,Mom and Pop Store,8.63
D.F.,D.F.,2008,12,1,Mom and Pop Store,8.63
D.F.,ZM D.F.,2008,12,1,Mom and Pop Store,8.31
Durango,Durango,2008,12,1,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,12,1,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,12,1,Mom and Pop Store,8.25
Guanajuato,León,2008,12,1,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,12,1,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,12,1,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,12,1,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,12,1,Mom and Pop Store,9.19
Jalisco,ZM Guadalajara,2008,12,1,Mom and Pop Store,9.53
Edo. México,Toluca,2008,12,1,Mom and Pop Store,8.29
Michoacán,Morelia,2008,12,1,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,12,1,Mom and Pop Store,12.0
Nayarit,Tepic,2008,12,1,Mom and Pop Store,9.67
Nuevo León,Monterrey,2008,12,1,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,12,1,Mom and Pop Store,9.37
Oaxaca,Oaxaca,2008,12,1,Mom and Pop Store,8.17
Puebla,Puebla,2008,12,1,Mom and Pop Store,8.42
Puebla,ZM Puebla,2008,12,1,Mom and Pop Store,7.8
Querétaro,Querétaro,2008,12,1,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,12,1,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,12,1,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,12,1,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,12,1,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,12,1,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,12,1,Mom and Pop Store,11.5
Sonora,Nogales,2008,12,1,Mom and Pop Store,11.0
Tabasco,Villahermosa,2008,12,1,Mom and Pop Store,9.9
Tamaulipas,Cd. Victoria,2008,12,1,Mom and Pop Store,10.0
Tamaulipas,Matamoros,2008,12,1,Mom and Pop Store,9.83
Tamaulipas,Nuevo Laredo,2008,12,1,Mom and Pop Store,10.0
Tamaulipas,Reynosa,2008,12,1,Mom and Pop Store,11.5
Tamaulipas,Tampico,2008,12,1,Mom and Pop Store,11.33
Tlaxcala,Tlaxcala,2008,12,1,Mom and Pop Store,8.0
Veracruz,Coatzacoalcos,2008,12,1,Mom and Pop Store,10.0
Veracruz,Poza Rica,2008,12,1,Mom and Pop Store,11.0
Veracruz,Veracruz,2008,12,1,Mom and Pop Store,10.53
Veracruz,Xalapa,2008,12,1,Mom and Pop Store,8.0
Yucatán,Mérida,2008,12,1,Mom and Pop Store,10.07
Zacatecas,Zacatecas,2008,12,1,Mom and Pop Store,8.5
Aguascalientes,Aguascalientes,2008,12,3,Mom and Pop Store,9.8
Baja California,Mexicali,2008,12,3,Mom and Pop Store,13.0
Baja California,Tijuana,2008,12,3,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,12,3,Mom and Pop Store,10.0
Campeche,Campeche,2008,12,3,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,12,3,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,12,3,Mom and Pop Store,8.0
Colima,Colima,2008,12,3,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,12,3,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,12,3,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,12,3,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,12,3,Mom and Pop Store,8.63
D.F.,D.F.,2008,12,3,Mom and Pop Store,8.62
D.F.,ZM D.F.,2008,12,3,Mom and Pop Store,8.31
Durango,Durango,2008,12,3,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,12,3,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,12,3,Mom and Pop Store,8.25
Guanajuato,León,2008,12,3,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,12,3,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,12,3,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,12,3,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,12,3,Mom and Pop Store,9.23
Jalisco,ZM Guadalajara,2008,12,3,Mom and Pop Store,9.53
Edo. México,Toluca,2008,12,3,Mom and Pop Store,8.29
Michoacán,Morelia,2008,12,3,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,12,3,Mom and Pop Store,12.0
Nayarit,Tepic,2008,12,3,Mom and Pop Store,9.67
Nuevo León,Monterrey,2008,12,3,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,12,3,Mom and Pop Store,9.37
Oaxaca,Oaxaca,2008,12,3,Mom and Pop Store,8.17
Puebla,Puebla,2008,12,3,Mom and Pop Store,8.42
Puebla,ZM Puebla,2008,12,3,Mom and Pop Store,7.4
Querétaro,Querétaro,2008,12,3,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,12,3,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,12,3,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,12,3,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,12,3,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,12,3,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,12,3,Mom and Pop Store,11.5
Sonora,Nogales,2008,12,3,Mom and Pop Store,11.0
Tabasco,Villahermosa,2008,12,3,Mom and Pop Store,9.9
Tamaulipas,Cd. Victoria,2008,12,3,Mom and Pop Store,10.0
Tamaulipas,Matamoros,2008,12,3,Mom and Pop Store,9.83
Tamaulipas,Nuevo Laredo,2008,12,3,Mom and Pop Store,10.0
Tamaulipas,Reynosa,2008,12,3,Mom and Pop Store,11.5
Tamaulipas,Tampico,2008,12,3,Mom and Pop Store,11.33
Tlaxcala,Tlaxcala,2008,12,3,Mom and Pop Store,8.0
Veracruz,Coatzacoalcos,2008,12,3,Mom and Pop Store,10.0
Veracruz,Poza Rica,2008,12,3,Mom and Pop Store,11.0
Veracruz,Veracruz,2008,12,3,Mom and Pop Store,10.53
Veracruz,Xalapa,2008,12,3,Mom and Pop Store,8.0
Yucatán,Mérida,2008,12,3,Mom and Pop Store,10.07
Zacatecas,Zacatecas,2008,12,3,Mom and Pop Store,8.5
Aguascalientes,Aguascalientes,2008,12,5,Mom and Pop Store,9.8
Baja California,Mexicali,2008,12,5,Mom and Pop Store,13.0
Baja California,Tijuana,2008,12,5,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,12,5,Mom and Pop Store,10.0
Campeche,Campeche,2008,12,5,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,12,5,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,12,5,Mom and Pop Store,8.0
Colima,Colima,2008,12,5,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,12,5,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,12,5,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,12,5,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,12,5,Mom and Pop Store,8.63
D.F.,D.F.,2008,12,5,Mom and Pop Store,8.62
D.F.,ZM D.F.,2008,12,5,Mom and Pop Store,8.31
Durango,Durango,2008,12,5,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,12,5,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,12,5,Mom and Pop Store,8.25
Guanajuato,León,2008,12,5,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,12,5,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,12,5,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,12,5,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,12,5,Mom and Pop Store,9.23
Jalisco,ZM Guadalajara,2008,12,5,Mom and Pop Store,9.53
Edo. México,Toluca,2008,12,5,Mom and Pop Store,8.29
Michoacán,Morelia,2008,12,5,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,12,5,Mom and Pop Store,12.0
Nayarit,Tepic,2008,12,5,Mom and Pop Store,9.67
Nuevo León,Monterrey,2008,12,5,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,12,5,Mom and Pop Store,9.37
Oaxaca,Oaxaca,2008,12,5,Mom and Pop Store,8.17
Puebla,Puebla,2008,12,5,Mom and Pop Store,8.42
Puebla,ZM Puebla,2008,12,5,Mom and Pop Store,7.8
Querétaro,Querétaro,2008,12,5,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,12,5,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,12,5,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,12,5,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,12,5,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,12,5,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,12,5,Mom and Pop Store,11.5
Sonora,Nogales,2008,12,5,Mom and Pop Store,11.0
Tabasco,Villahermosa,2008,12,5,Mom and Pop Store,9.9
Tamaulipas,Cd. Victoria,2008,12,5,Mom and Pop Store,10.0
Tamaulipas,Matamoros,2008,12,5,Mom and Pop Store,9.83
Tamaulipas,Nuevo Laredo,2008,12,5,Mom and Pop Store,10.0
Tamaulipas,Reynosa,2008,12,5,Mom and Pop Store,11.5
Tamaulipas,Tampico,2008,12,5,Mom and Pop Store,11.33
Tlaxcala,Tlaxcala,2008,12,5,Mom and Pop Store,8.0
Veracruz,Coatzacoalcos,2008,12,5,Mom and Pop Store,10.0
Veracruz,Poza Rica,2008,12,5,Mom and Pop Store,11.0
Veracruz,Veracruz,2008,12,5,Mom and Pop Store,10.53
Veracruz,Xalapa,2008,12,5,Mom and Pop Store,8.0
Yucatán,Mérida,2008,12,5,Mom and Pop Store,10.07
Zacatecas,Zacatecas,2008,12,5,Mom and Pop Store,8.5
Aguascalientes,Aguascalientes,2008,12,8,Mom and Pop Store,9.8
Baja California,Mexicali,2008,12,8,Mom and Pop Store,13.0
Baja California,Tijuana,2008,12,8,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,12,8,Mom and Pop Store,10.0
Campeche,Campeche,2008,12,8,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,12,8,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,12,8,Mom and Pop Store,8.0
Colima,Colima,2008,12,8,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,12,8,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,12,8,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,12,8,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,12,8,Mom and Pop Store,8.63
D.F.,D.F.,2008,12,8,Mom and Pop Store,8.62
D.F.,ZM D.F.,2008,12,8,Mom and Pop Store,8.31
Durango,Durango,2008,12,8,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,12,8,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,12,8,Mom and Pop Store,8.25
Guanajuato,León,2008,12,8,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,12,8,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,12,8,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,12,8,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,12,8,Mom and Pop Store,9.23
Jalisco,ZM Guadalajara,2008,12,8,Mom and Pop Store,9.53
Edo. México,Toluca,2008,12,8,Mom and Pop Store,8.29
Michoacán,Morelia,2008,12,8,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,12,8,Mom and Pop Store,12.0
Nayarit,Tepic,2008,12,8,Mom and Pop Store,9.67
Nuevo León,Monterrey,2008,12,8,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,12,8,Mom and Pop Store,9.37
Oaxaca,Oaxaca,2008,12,8,Mom and Pop Store,8.17
Puebla,Puebla,2008,12,8,Mom and Pop Store,8.5
Puebla,ZM Puebla,2008,12,8,Mom and Pop Store,7.8
Querétaro,Querétaro,2008,12,8,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,12,8,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,12,8,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,12,8,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,12,8,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,12,8,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,12,8,Mom and Pop Store,11.5
Sonora,Nogales,2008,12,8,Mom and Pop Store,11.0
Tabasco,Villahermosa,2008,12,8,Mom and Pop Store,9.9
Tamaulipas,Cd. Victoria,2008,12,8,Mom and Pop Store,10.0
Tamaulipas,Matamoros,2008,12,8,Mom and Pop Store,9.83
Tamaulipas,Nuevo Laredo,2008,12,8,Mom and Pop Store,10.0
Tamaulipas,Reynosa,2008,12,8,Mom and Pop Store,11.5
Tamaulipas,Tampico,2008,12,8,Mom and Pop Store,11.33
Tlaxcala,Tlaxcala,2008,12,8,Mom and Pop Store,8.0
Veracruz,Coatzacoalcos,2008,12,8,Mom and Pop Store,10.0
Veracruz,Poza Rica,2008,12,8,Mom and Pop Store,11.5
Veracruz,Veracruz,2008,12,8,Mom and Pop Store,10.53
Veracruz,Xalapa,2008,12,8,Mom and Pop Store,8.0
Yucatán,Mérida,2008,12,8,Mom and Pop Store,10.07
Zacatecas,Zacatecas,2008,12,8,Mom and Pop Store,8.5
Aguascalientes,Aguascalientes,2008,12,10,Mom and Pop Store,9.8
Baja California,Mexicali,2008,12,10,Mom and Pop Store,13.0
Baja California,Tijuana,2008,12,10,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,12,10,Mom and Pop Store,10.0
Campeche,Campeche,2008,12,10,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,12,10,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,12,10,Mom and Pop Store,8.0
Colima,Colima,2008,12,10,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,12,10,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,12,10,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,12,10,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,12,10,Mom and Pop Store,8.63
D.F.,D.F.,2008,12,10,Mom and Pop Store,8.62
D.F.,ZM D.F.,2008,12,10,Mom and Pop Store,8.31
Durango,Durango,2008,12,10,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,12,10,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,12,10,Mom and Pop Store,8.25
Guanajuato,León,2008,12,10,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,12,10,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,12,10,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,12,10,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,12,10,Mom and Pop Store,9.19
Jalisco,ZM Guadalajara,2008,12,10,Mom and Pop Store,9.53
Edo. México,Toluca,2008,12,10,Mom and Pop Store,8.29
Michoacán,Morelia,2008,12,10,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,12,10,Mom and Pop Store,12.0
Nayarit,Tepic,2008,12,10,Mom and Pop Store,9.83
Nuevo León,Monterrey,2008,12,10,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,12,10,Mom and Pop Store,9.43
Oaxaca,Oaxaca,2008,12,10,Mom and Pop Store,8.17
Puebla,Puebla,2008,12,10,Mom and Pop Store,8.5
Puebla,ZM Puebla,2008,12,10,Mom and Pop Store,7.4
Querétaro,Querétaro,2008,12,10,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,12,10,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,12,10,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,12,10,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,12,10,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,12,10,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,12,10,Mom and Pop Store,11.5
Sonora,Nogales,2008,12,10,Mom and Pop Store,11.0
Tabasco,Villahermosa,2008,12,10,Mom and Pop Store,9.9
Tamaulipas,Cd. Victoria,2008,12,10,Mom and Pop Store,10.0
Tamaulipas,Matamoros,2008,12,10,Mom and Pop Store,9.83
Tamaulipas,Nuevo Laredo,2008,12,10,Mom and Pop Store,10.0
Tamaulipas,Reynosa,2008,12,10,Mom and Pop Store,11.5
Tamaulipas,Tampico,2008,12,10,Mom and Pop Store,11.33
Tlaxcala,Tlaxcala,2008,12,10,Mom and Pop Store,8.0
Veracruz,Coatzacoalcos,2008,12,10,Mom and Pop Store,10.0
Veracruz,Poza Rica,2008,12,10,Mom and Pop Store,11.5
Veracruz,Veracruz,2008,12,10,Mom and Pop Store,10.53
Veracruz,Xalapa,2008,12,10,Mom and Pop Store,8.0
Yucatán,Mérida,2008,12,10,Mom and Pop Store,10.07
Zacatecas,Zacatecas,2008,12,10,Mom and Pop Store,8.5
Aguascalientes,Aguascalientes,2008,12,12,Mom and Pop Store,9.8
Baja California,Mexicali,2008,12,12,Mom and Pop Store,13.0
Baja California,Tijuana,2008,12,12,Mom and Pop Store,10.5
Baja California Sur,La Paz,2008,12,12,Mom and Pop Store,10.0
Campeche,Campeche,2008,12,12,Mom and Pop Store,9.5
Coahuila,Piedras Negras,2008,12,12,Mom and Pop Store,9.5
Coahuila,Saltillo,2008,12,12,Mom and Pop Store,8.0
Colima,Colima,2008,12,12,Mom and Pop Store,11.0
Chiapas,Tapachula,2008,12,12,Mom and Pop Store,8.0
Chiapas,Tuxtla Gutiérrez,2008,12,12,Mom and Pop Store,9.0
Chihuahua,Chihuahua,2008,12,12,Mom and Pop Store,9.5
Chihuahua,Cd. Juárez,2008,12,12,Mom and Pop Store,8.63
D.F.,D.F.,2008,12,12,Mom and Pop Store,8.62
D.F.,ZM D.F.,2008,12,12,Mom and Pop Store,8.31
Durango,Durango,2008,12,12,Mom and Pop Store,7.88
Durango,Gómez Palacio,2008,12,12,Mom and Pop Store,8.5
Guanajuato,Irapuato,2008,12,12,Mom and Pop Store,8.25
Guanajuato,León,2008,12,12,Mom and Pop Store,8.9
Guerrero,Acapulco,2008,12,12,Mom and Pop Store,11.25
Guerrero,Chilpancingo,2008,12,12,Mom and Pop Store,11.17
Hidalgo,Pachuca,2008,12,12,Mom and Pop Store,8.5
Jalisco,Guadalajara,2008,12,12,Mom and Pop Store,9.23
Jalisco,ZM Guadalajara,2008,12,12,Mom and Pop Store,9.53
Edo. México,Toluca,2008,12,12,Mom and Pop Store,8.29
Michoacán,Morelia,2008,12,12,Mom and Pop Store,9.71
Morelos,Cuernavaca,2008,12,12,Mom and Pop Store,12.0
Nayarit,Tepic,2008,12,12,Mom and Pop Store,9.83
Nuevo León,Monterrey,2008,12,12,Mom and Pop Store,9.5
Nuevo León,ZM Monterrey,2008,12,12,Mom and Pop Store,9.43
Oaxaca,Oaxaca,2008,12,12,Mom and Pop Store,8.17
Puebla,Puebla,2008,12,12,Mom and Pop Store,8.5
Puebla,ZM Puebla,2008,12,12,Mom and Pop Store,7.4
Querétaro,Querétaro,2008,12,12,Mom and Pop Store,10.0
Quintana Roo,Cancún,2008,12,12,Mom and Pop Store,10.0
Quintana Roo,Chetumal,2008,12,12,Mom and Pop Store,10.0
San Luis Potosí,San Luis Potosí,2008,12,12,Mom and Pop Store,9.0
Sinaloa,Culiacán,2008,12,12,Mom and Pop Store,8.92
Sonora,Cd. Obregón,2008,12,12,Mom and Pop Store,10.0
Sonora,Hermosillo,2008,12,12,Mom and Pop Store,11.5
